playDispNm,playMin,playPos,playHeight,playWeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB
Norman Powell,15.1428571429,2,76.0,215.0,5.5,1.27142857143,0.942857142857,0.514285714286,0.228571428571,1.58571428571,5.34285714286,2.14285714286,0.348902857143,2.68571428571,1.38571428571,0.438775714286,2.65714285714,0.757142857143,0.232312857143,0.557142857143,0.457142857143,0.205951428571,0.2,1.5
OG Anunoby,20.0135135135,2,80.0,235.0,5.91891891892,0.743243243243,0.608108108108,0.702702702703,0.189189189189,1.75675675676,4.68918918919,2.2027027027,0.450006756757,2.02702702703,1.21621621622,0.537613513514,2.66216216216,0.986486486486,0.322505405405,0.837837837838,0.527027027027,0.248874324324,0.594594594595,1.89189189189
Okaro White,13.3333333333,4,80.0,204.0,3.33333333333,0.333333333333,0.166666666667,0.166666666667,0.166666666667,1.0,2.66666666667,1.16666666667,0.363883333333,0.833333333333,0.5,0.277783333333,1.83333333333,0.666666666667,0.3611,0.5,0.333333333333,0.25,0.5,1.33333333333
Omari Johnson,18.75,3,81.0,220.0,5.5,1.75,0.75,0.5,0.0,1.5,5.25,2.25,0.40625,2.25,1.25,0.58335,3.0,1.0,0.233325,0.0,0.0,0.0,1.0,1.75
Omer Asik,10.0,3,84.0,255.0,1.22222222222,0.166666666667,0.5,0.111111111111,0.222222222222,1.11111111111,1.22222222222,0.5,0.2,1.22222222222,0.5,0.2,0.0,0.0,0.0,0.722222222222,0.222222222222,0.0972222222222,0.5,2.11111111111
Omri Casspi,14.0,2,79.0,225.0,5.66037735849,0.962264150943,0.698113207547,0.339622641509,0.358490566038,1.33962264151,3.90566037736,2.2641509434,0.510962264151,3.49056603774,2.07547169811,0.516771698113,0.415094339623,0.188679245283,0.169811320755,1.30188679245,0.943396226415,0.338994339623,0.566037735849,3.20754716981
Otto Porter,31.5844155844,2,80.0,198.0,14.7272727273,2.03896103896,0.974025974026,1.51948051948,0.506493506494,1.96103896104,11.4935064935,5.77922077922,0.496333766234,7.42857142857,3.98701298701,0.54157012987,4.06493506494,1.79220779221,0.408209090909,1.66233766234,1.37662337662,0.475324675325,1.33766233766,5.05194805195
P.J. Dozier,1.5,1,78.0,205.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.25,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
P.J. Tucker,27.8170731707,2,77.0,225.0,6.12195121951,0.939024390244,0.914634146341,0.951219512195,0.317073170732,2.5,5.37804878049,2.09756097561,0.378284146341,1.59756097561,0.69512195122,0.331503658537,3.78048780488,1.40243902439,0.337747560976,0.731707317073,0.524390243902,0.232724390244,1.13414634146,4.43902439024
Pascal Siakam,20.6543209877,3,82.0,227.0,7.24691358025,1.96296296296,0.83950617284,0.753086419753,0.518518518519,2.04938271605,6.14814814815,3.12345679012,0.49372962963,4.51851851852,2.76543209877,0.604592592593,1.62962962963,0.358024691358,0.158435802469,1.04938271605,0.641975308642,0.307613580247,0.975308641975,3.51851851852
Pat Connaughton,18.2195121951,5,77.0,218.0,5.37804878049,1.10975609756,0.536585365854,0.280487804878,0.268292682927,1.46341463415,4.75609756098,2.01219512195,0.410541463415,2.19512195122,1.10975609756,0.423343902439,2.56097560976,0.90243902439,0.302292682927,0.536585365854,0.451219512195,0.219512195122,0.451219512195,1.5243902439
Patrick Beverley,30.2727272727,1,73.0,185.0,12.1818181818,2.90909090909,2.27272727273,1.72727272727,0.454545454545,3.09090909091,10.8181818182,4.36363636364,0.404918181818,5.36363636364,2.18181818182,0.308663636364,5.45454545455,2.18181818182,0.4447,1.54545454545,1.27272727273,0.454545454545,1.45454545455,2.63636363636
Patrick McCaw,16.8771929825,5,79.0,185.0,4.01754385965,1.42105263158,0.719298245614,0.754385964912,0.19298245614,1.17543859649,3.9649122807,1.61403508772,0.324457894737,2.56140350877,1.28070175439,0.374538596491,1.40350877193,0.333333333333,0.107601754386,0.59649122807,0.456140350877,0.197368421053,0.298245614035,1.15789473684
Patrick Mills,25.7195121951,1,72.0,185.0,9.98780487805,2.79268292683,1.28048780488,0.670731707317,0.134146341463,1.56097560976,8.32926829268,3.41463414634,0.402732926829,3.28048780488,1.53658536585,0.456880487805,5.0487804878,1.87804878049,0.368814634146,1.43902439024,1.28048780488,0.401017073171,0.329268292683,1.56097560976
Patrick Patterson,15.5,4,81.0,235.0,3.87804878049,0.69512195122,0.414634146341,0.59756097561,0.280487804878,1.06097560976,3.23170731707,1.29268292683,0.351786585366,1.14634146341,0.487804878049,0.275608536585,2.08536585366,0.80487804878,0.309145121951,0.560975609756,0.487804878049,0.206301219512,0.40243902439,1.96341463415
Pau Gasol,23.5584415584,3,84.0,250.0,10.0649350649,3.1038961039,1.4025974026,0.311688311688,1.02597402597,1.57142857143,8.12987012987,3.72727272727,0.435416883117,6.57142857143,3.16883116883,0.46318961039,1.55844155844,0.558441558442,0.209554545455,2.71428571429,2.05194805195,0.596492207792,1.66233766234,6.36363636364
Paul George,36.6329113924,2,80.0,210.0,21.9493670886,3.32911392405,2.6835443038,2.03797468354,0.493670886076,2.93670886076,16.9620253165,7.29113924051,0.424306329114,9.25316455696,4.20253164557,0.449691139241,7.70886075949,3.08860759494,0.385551898734,5.20253164557,4.27848101266,0.737886075949,0.924050632911,4.74683544304
Paul Millsap,30.0789473684,4,80.0,245.0,14.6052631579,2.71052631579,1.94736842105,1.02631578947,1.15789473684,2.60526315789,11.4736842105,5.31578947368,0.451989473684,8.5,4.28947368421,0.489605263158,2.97368421053,1.02631578947,0.324273684211,4.23684210526,2.94736842105,0.619460526316,1.71052631579,4.73684210526
Paul Zipser,15.2407407407,2,80.0,209.0,4.03703703704,0.851851851852,0.796296296296,0.37037037037,0.259259259259,1.59259259259,4.33333333333,1.5,0.317166666667,2.2962962963,0.814814814815,0.291957407407,2.03703703704,0.685185185185,0.217061111111,0.481481481481,0.351851851852,0.145061111111,0.240740740741,2.18518518519
Quincy Acy,19.4571428571,2,79.0,235.0,5.87142857143,0.814285714286,0.857142857143,0.485714285714,0.4,2.12857142857,5.21428571429,1.85714285714,0.34824,1.04285714286,0.4,0.222855714286,4.17142857143,1.45714285714,0.354635714286,0.857142857143,0.7,0.284524285714,0.571428571429,3.1
Quincy Pondexter,8.08695652174,5,78.0,215.0,1.95652173913,0.391304347826,0.478260869565,0.347826086957,0.0869565217391,1.04347826087,2.13043478261,0.608695652174,0.146791304348,1.17391304348,0.478260869565,0.136230434783,0.95652173913,0.130434782609,0.0931695652174,0.739130434783,0.608695652174,0.192030434783,0.347826086957,0.826086956522
Quinn Cook,22.4545454545,1,74.0,184.0,9.45454545455,2.69696969697,0.969696969697,0.363636363636,0.030303030303,1.78787878788,7.63636363636,3.69696969697,0.446933333333,4.48484848485,2.30303030303,0.4833,3.15151515152,1.39393939394,0.322003030303,0.757575757576,0.666666666667,0.340909090909,0.30303030303,2.18181818182
R.J. Hunter,9.0,5,78.0,185.0,3.8,0.6,0.4,0.6,0.0,1.4,4.0,1.4,0.0875,1.2,0.8,0.16,2.8,0.6,0.05454,0.4,0.4,0.2,0.0,1.0
Rajon Rondo,26.2153846154,1,73.0,171.0,8.26153846154,8.2,2.30769230769,1.07692307692,0.153846153846,1.83076923077,7.6,3.55384615385,0.450444615385,5.29230769231,2.78461538462,0.494970769231,2.30769230769,0.769230769231,0.261318461538,0.707692307692,0.384615384615,0.139743076923,0.476923076923,3.55384615385
Ramon Sessions,14.0357142857,1,75.0,190.0,4.85714285714,2.75,1.10714285714,0.5,0.0714285714286,1.03571428571,4.14285714286,1.5,0.337925,3.21428571429,1.21428571429,0.339328571429,0.928571428571,0.285714285714,0.166667857143,2.03571428571,1.57142857143,0.367775,0.214285714286,1.14285714286
Rashad Vaughn,7.53571428571,5,77.0,199.0,2.28571428571,0.464285714286,0.214285714286,0.142857142857,0.107142857143,0.535714285714,2.0,0.821428571429,0.250992857143,0.678571428571,0.321428571429,0.160714285714,1.32142857143,0.5,0.194642857143,0.214285714286,0.142857142857,0.0446428571429,0.107142857143,0.678571428571
Raulzinho Neto,12.243902439,1,74.0,172.0,4.46341463415,1.82926829268,0.878048780488,0.317073170732,0.0975609756098,0.926829268293,3.68292682927,1.68292682927,0.425931707317,2.53658536585,1.21951219512,0.364836585366,1.14634146341,0.463414634146,0.280487804878,0.853658536585,0.634146341463,0.268292682927,0.170731707317,1.0243902439
Raymond Felton,16.6341463415,1,73.0,205.0,6.89024390244,2.4756097561,0.914634146341,0.609756097561,0.170731707317,1.10975609756,6.73170731707,2.73170731707,0.399491463415,3.92682926829,1.74390243902,0.43451097561,2.80487804878,0.987804878049,0.304296341463,0.536585365854,0.439024390244,0.164634146341,0.292682926829,1.59756097561
Reggie Bullock,27.9193548387,2,79.0,200.0,11.2580645161,1.53225806452,0.774193548387,0.758064516129,0.209677419355,1.12903225806,8.8064516129,4.3064516129,0.461546774194,4.27419354839,2.29032258065,0.516408064516,4.53225806452,2.01612903226,0.391256451613,0.790322580645,0.629032258065,0.22849516129,0.451612903226,2.04838709677
Reggie Hearn,2.33333333333,5,77.0,210.0,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.333333333333,0.333333333333,0.0,0.0,0.0,0.666666666667,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0
Reggie Jackson,26.6888888889,1,75.0,208.0,14.5777777778,5.28888888889,2.2,0.577777777778,0.0888888888889,1.93333333333,12.8444444444,5.46666666667,0.415775555556,9.06666666667,4.31111111111,0.462064444444,3.77777777778,1.15555555556,0.296348888889,2.97777777778,2.48888888889,0.670102222222,0.644444444444,2.13333333333
Richard Jefferson,8.15,2,79.0,222.0,1.5,0.75,0.25,0.1,0.05,0.55,1.35,0.6,0.220835,1.0,0.5,0.221665,0.35,0.1,0.1,0.35,0.2,0.1,0.1,0.75
Richaun Holmes,15.5416666667,4,81.0,240.0,6.47916666667,1.27083333333,0.520833333333,0.416666666667,0.583333333333,2.02083333333,5.04166666667,2.8125,0.516297916667,4.39583333333,2.72916666667,0.5723625,0.645833333333,0.0833333333333,0.05381875,1.16666666667,0.770833333333,0.256945833333,1.20833333333,3.20833333333
Ricky Rubio,29.2337662338,1,76.0,180.0,13.0909090909,5.32467532468,2.7012987013,1.58441558442,0.142857142857,2.67532467532,10.7402597403,4.49350649351,0.401374025974,7.19480519481,3.24675324675,0.455436363636,3.54545454545,1.24675324675,0.325816883117,3.2987012987,2.85714285714,0.629172727273,0.571428571429,3.98701298701
Robert Covington,31.6,2,81.0,215.0,12.6125,1.95,1.6125,1.7125,0.9,2.975,10.4375,4.3125,0.425695,3.575,1.775,0.5231125,6.8625,2.5375,0.390355,1.7,1.45,0.5029175,0.6875,4.7125
Robin Lopez,26.5,3,84.0,255.0,11.8125,1.9375,1.671875,0.21875,0.828125,1.703125,10.09375,5.34375,0.5343546875,9.875,5.28125,0.5406390625,0.21875,0.0625,0.0520828125,1.40625,1.0625,0.43065625,2.109375,2.4375
Rodney Hood,26.9,5,80.0,215.0,14.7,1.58333333333,1.18333333333,0.75,0.2,1.75,12.5166666667,5.36666666667,0.419003333333,6.96666666667,3.25,0.447778333333,5.55,2.11666666667,0.342341666667,2.15,1.85,0.553573333333,0.366666666667,2.38333333333
Rodney McGruder,16.6666666667,5,76.0,205.0,5.05555555556,0.944444444444,0.222222222222,0.444444444444,0.166666666667,1.16666666667,4.05555555556,2.0,0.479361111111,2.11111111111,1.16666666667,0.392594444444,1.94444444444,0.833333333333,0.300927777778,0.444444444444,0.222222222222,0.111111111111,0.611111111111,1.16666666667
Rodney Purvis,18.1875,5,76.0,205.0,6.0,1.0625,0.625,0.1875,0.1875,1.625,6.6875,2.1875,0.30163125,3.4375,1.375,0.3797625,3.25,0.8125,0.1979125,0.9375,0.8125,0.375,0.0625,1.625
Ron Baker,13.275862069,5,76.0,212.0,2.44827586207,1.62068965517,0.620689655172,0.896551724138,0.206896551724,1.13793103448,2.03448275862,0.689655172414,0.221837931034,0.896551724138,0.310344827586,0.224137931034,1.13793103448,0.379310344828,0.152296551724,0.931034482759,0.689655172414,0.199713793103,0.172413793103,0.862068965517
Rondae Hollis-Jefferson,28.25,2,79.0,220.0,13.9117647059,2.45588235294,1.79411764706,0.955882352941,0.705882352941,2.13235294118,10.6617647059,5.02941176471,0.472082352941,9.86764705882,4.83823529412,0.4872,0.794117647059,0.191176470588,0.105391176471,4.64705882353,3.66176470588,0.739985294118,1.48529411765,5.26470588235
Royce O'Neale,16.6231884058,2,78.0,215.0,4.97101449275,1.3768115942,0.811594202899,0.521739130435,0.231884057971,1.52173913043,4.13043478261,1.73913043478,0.357473913043,2.42028985507,1.13043478261,0.412639130435,1.71014492754,0.608695652174,0.239128985507,1.10144927536,0.884057971014,0.307972463768,0.36231884058,3.05797101449
Rudy Gay,21.6842105263,2,81.0,220.0,11.4912280702,1.28070175439,1.36842105263,0.80701754386,0.649122807018,1.71929824561,9.42105263158,4.43859649123,0.465042105263,7.35087719298,3.78947368421,0.498868421053,2.0701754386,0.649122807018,0.228650877193,2.54385964912,1.9649122807,0.583457894737,1.33333333333,3.77192982456
Rudy Gobert,32.4107142857,3,85.0,220.0,13.5,1.42857142857,1.91071428571,0.803571428571,2.30357142857,2.73214285714,7.91071428571,4.92857142857,0.613073214286,7.91071428571,4.92857142857,0.613073214286,0.0,0.0,0.0,5.33928571429,3.64285714286,0.589057142857,2.94642857143,7.78571428571
Russell Westbrook,36.475,1,75.0,187.0,25.35,10.2375,4.7625,1.85,0.25,2.5,21.0875,9.4625,0.4475,17.0125,8.25,0.47505875,4.075,1.2125,0.29270125,7.075,5.2125,0.7288625,1.8875,8.1875
Ryan Anderson,26.1666666667,4,82.0,240.0,9.34848484848,0.909090909091,0.651515151515,0.363636363636,0.318181818182,1.90909090909,7.27272727273,3.13636363636,0.389416666667,2.13636363636,1.15151515152,0.426892424242,5.13636363636,1.98484848485,0.334825757576,1.40909090909,1.09090909091,0.409090909091,1.42424242424,3.59090909091
Ryan Arcidiacono,12.7083333333,1,75.0,188.0,2.0,1.45833333333,0.541666666667,0.541666666667,0.0,0.75,1.70833333333,0.708333333333,0.322916666667,0.416666666667,0.333333333333,0.25,1.29166666667,0.375,0.195833333333,0.25,0.208333333333,0.104166666667,0.0416666666667,1.0
Salah Mejri,12.1833333333,3,85.0,245.0,3.56666666667,0.583333333333,0.666666666667,0.366666666667,1.11666666667,2.01666666667,2.28333333333,1.46666666667,0.521113333333,2.23333333333,1.46666666667,0.531761666667,0.05,0.0,0.0,1.1,0.633333333333,0.266666666667,1.43333333333,2.66666666667
Sam Dekker,12.0684931507,2,81.0,230.0,4.15068493151,0.520547945205,0.479452054795,0.342465753425,0.123287671233,0.972602739726,3.54794520548,1.75342465753,0.448794520548,2.72602739726,1.61643835616,0.502575342466,0.821917808219,0.13698630137,0.0662095890411,0.767123287671,0.506849315068,0.219863013699,0.616438356164,1.79452054795
Scotty Hopson,8.0,5,79.0,204.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0
Sean Kilpatrick,12.2692307692,5,76.0,210.0,6.34615384615,0.884615384615,0.711538461538,0.25,0.0961538461538,0.634615384615,5.63461538462,2.11538461538,0.284907692308,2.88461538462,1.23076923077,0.321190384615,2.75,0.884615384615,0.2046,1.38461538462,1.23076923077,0.417788461538,0.0961538461538,1.57692307692
Semi Ojeleye,15.7945205479,4,79.0,235.0,2.67123287671,0.27397260274,0.342465753425,0.287671232877,0.0547945205479,1.24657534247,2.56164383562,0.890410958904,0.272945205479,0.86301369863,0.342465753425,0.204336986301,1.69863013699,0.547945205479,0.237379452055,0.561643835616,0.342465753425,0.149543835616,0.506849315068,1.69863013699
Serge Ibaka,27.4868421053,4,83.0,220.0,12.5921052632,0.815789473684,1.18421052632,0.381578947368,1.30263157895,2.75,10.3157894737,4.98684210526,0.484222368421,6.40789473684,3.57894736842,0.556444736842,3.90789473684,1.40789473684,0.337384210526,1.55263157895,1.23684210526,0.476097368421,1.02631578947,5.26315789474
Shabazz Muhammad,9.6976744186,4,78.0,225.0,4.97674418605,0.325581395349,0.139534883721,0.209302325581,0.0697674418605,0.697674418605,4.37209302326,1.95348837209,0.381374418605,3.74418604651,1.79069767442,0.404769767442,0.627906976744,0.162790697674,0.0775186046512,1.16279069767,0.906976744186,0.316860465116,0.53488372093,1.23255813953
Shabazz Napier,20.7297297297,1,73.0,180.0,8.7027027027,2.02702702703,1.21621621622,1.09459459459,0.189189189189,1.13513513514,7.17567567568,3.01351351351,0.424266216216,4.22972972973,1.90540540541,0.430472972973,2.94594594595,1.10810810811,0.391502702703,1.86486486486,1.56756756757,0.404,0.351351351351,1.94594594595
Shane Larkin,14.3888888889,1,71.0,176.0,4.27777777778,1.81481481481,0.611111111111,0.555555555556,0.0555555555556,1.07407407407,4.05555555556,1.55555555556,0.292801851852,2.46296296296,0.981481481481,0.274253703704,1.59259259259,0.574074074074,0.229012962963,0.685185185185,0.592592592593,0.263888888889,0.277777777778,1.42592592593
Shaquille Harrison,16.8260869565,1,76.0,185.0,6.60869565217,2.39130434783,0.95652173913,1.13043478261,0.304347826087,1.82608695652,5.39130434783,2.5652173913,0.402169565217,4.26086956522,2.30434782609,0.382534782609,1.13043478261,0.260869565217,0.217391304348,1.65217391304,1.21739130435,0.463765217391,0.391304347826,2.26086956522
Shaun Livingston,16.014084507,1,79.0,182.0,5.54929577465,1.97183098592,0.816901408451,0.478873239437,0.281690140845,1.64788732394,4.83098591549,2.42253521127,0.4666,4.76056338028,2.42253521127,0.472938028169,0.0704225352113,0.0,0.0,0.859154929577,0.704225352113,0.330985915493,0.450704225352,1.39436619718
Shelvin Mack,19.768115942,1,75.0,210.0,6.85507246377,3.92753623188,1.28985507246,0.782608695652,0.115942028986,1.31884057971,6.0,2.57971014493,0.388489855072,3.98550724638,1.88405797101,0.41027826087,2.01449275362,0.695652173913,0.275360869565,1.40579710145,1.0,0.390095652174,0.333333333333,2.05797101449
Sindarius Thornwell,15.8493150685,5,77.0,206.0,3.86301369863,0.917808219178,0.72602739726,0.643835616438,0.356164383562,1.71232876712,3.19178082192,1.3698630137,0.350475342466,2.35616438356,1.05479452055,0.335819178082,0.835616438356,0.315068493151,0.194063013699,1.20547945205,0.808219178082,0.328767123288,0.452054794521,1.46575342466
Skal Labissière,20.65,3,83.0,215.0,8.71666666667,1.2,1.21666666667,0.416666666667,0.816666666667,2.2,7.63333333333,3.41666666667,0.428671666667,6.78333333333,3.11666666667,0.438326666667,0.85,0.3,0.169165,1.96666666667,1.58333333333,0.515556666667,1.65,3.15
Solomon Hill,15.5833333333,2,79.0,220.0,2.41666666667,1.83333333333,0.75,0.583333333333,0.0833333333333,1.83333333333,3.41666666667,0.916666666667,0.216266666667,1.66666666667,0.583333333333,0.284716666667,1.75,0.333333333333,0.104166666667,0.5,0.25,0.125,0.75,2.25
Spencer Dinwiddie,28.825,1,78.0,200.0,12.5875,6.5375,1.6125,0.85,0.3,2.325,10.475,4.05,0.378835,5.0625,2.2875,0.46099625,5.4125,1.7625,0.2978875,3.35,2.725,0.65311875,0.5,2.7375
Stanley Johnson,27.4202898551,2,79.0,242.0,8.68115942029,1.6231884058,1.11594202899,1.3768115942,0.202898550725,2.44927536232,8.11594202899,3.04347826087,0.371752173913,4.72463768116,2.07246376812,0.407060869565,3.39130434783,0.971014492754,0.292923188406,2.10144927536,1.6231884058,0.470256521739,0.478260869565,3.17391304348
Stephen Curry,31.9607843137,1,75.0,185.0,26.3921568627,6.05882352941,3.0,1.56862745098,0.156862745098,2.23529411765,16.9411764706,8.39215686275,0.485474509804,7.11764705882,4.23529411765,0.590333333333,9.82352941176,4.1568627451,0.410370588235,5.92156862745,5.45098039216,0.871433333333,0.705882352941,4.41176470588
Sterling Brown,14.3888888889,5,78.0,230.0,4.01851851852,0.462962962963,0.462962962963,0.574074074074,0.240740740741,1.48148148148,3.7962962963,1.51851851852,0.337601851852,2.11111111111,0.925925925926,0.359568518519,1.68518518519,0.592592592593,0.2291,0.444444444444,0.388888888889,0.185185185185,0.5,2.14814814815
Steven Adams,32.7368421053,3,84.0,255.0,13.8947368421,1.15789473684,1.69736842105,1.21052631579,1.05263157895,2.82894736842,9.36842105263,5.89473684211,0.630221052632,9.34210526316,5.89473684211,0.631835526316,0.0263157894737,0.0,0.0,3.76315789474,2.10526315789,0.481328947368,5.05263157895,3.94736842105
T.J. Leaf,8.60377358491,4,82.0,225.0,2.94339622642,0.169811320755,0.188679245283,0.0943396226415,0.0754716981132,0.849056603774,2.56603773585,1.20754716981,0.329147169811,1.77358490566,0.867924528302,0.315566037736,0.792452830189,0.339622641509,0.204403773585,0.301886792453,0.188679245283,0.11320754717,0.547169811321,1.0
T.J. McConnell,22.4210526316,1,74.0,200.0,6.28947368421,3.98684210526,1.5,1.21052631579,0.171052631579,1.60526315789,5.55263157895,2.76315789474,0.455875,4.72368421053,2.40789473684,0.477557894737,0.828947368421,0.355263157895,0.199560526316,0.513157894737,0.407894736842,0.208332894737,0.5,2.48684210526
T.J. Warren,32.7846153846,2,80.0,215.0,19.5538461538,1.30769230769,1.29230769231,1.0,0.630769230769,2.29230769231,16.3538461538,8.13846153846,0.48552,14.9692307692,7.83076923077,0.511106153846,1.38461538462,0.307692307692,0.158204615385,3.92307692308,2.96923076923,0.620269230769,1.92307692308,3.18461538462
Taj Gibson,33.2073170732,4,81.0,225.0,12.1829268293,1.20731707317,1.08536585366,0.756097560976,0.707317073171,2.65853658537,8.9756097561,5.18292682927,0.571724390244,8.5487804878,5.09756097561,0.59012804878,0.426829268293,0.0853658536585,0.0670731707317,2.25609756098,1.73170731707,0.501598780488,2.34146341463,4.76829268293
Tarik Black,10.4705882353,4,80.0,253.0,3.52941176471,0.254901960784,0.686274509804,0.411764705882,0.588235294118,2.09803921569,2.49019607843,1.47058823529,0.417252941176,2.27450980392,1.45098039216,0.447670588235,0.21568627451,0.0196078431373,0.00980392156863,1.23529411765,0.56862745098,0.18398627451,1.25490196078,1.96078431373
Taurean Prince,30.0731707317,2,80.0,220.0,14.1219512195,2.60975609756,2.32926829268,1.0243902439,0.512195121951,2.0487804878,11.8902439024,5.06097560976,0.405141463415,6.31707317073,2.91463414634,0.439335365854,5.57317073171,2.14634146341,0.36147195122,2.19512195122,1.85365853659,0.534813414634,0.609756097561,4.13414634146
Terrance Ferguson,12.5409836066,5,79.0,185.0,3.09836065574,0.311475409836,0.180327868852,0.409836065574,0.16393442623,1.3606557377,2.77049180328,1.14754098361,0.311631147541,0.803278688525,0.491803278689,0.322403278689,1.96721311475,0.655737704918,0.184152459016,0.16393442623,0.147540983607,0.0737704918033,0.311475409836,0.44262295082
Terrence Ross,24.7916666667,5,78.0,190.0,8.70833333333,1.58333333333,1.20833333333,1.125,0.5,1.875,7.95833333333,3.16666666667,0.419175,4.08333333333,1.91666666667,0.447225,3.875,1.25,0.321379166667,1.5,1.125,0.422916666667,0.416666666667,2.625
Terry Rozier,25.8375,1,73.0,190.0,11.25,2.9,1.0,0.975,0.25,1.5375,10.0,3.95,0.3805075,4.975,2.0375,0.39287625,5.025,1.9125,0.3645825,1.8625,1.4375,0.42401875,0.7875,3.9125
Thabo Sefolosha,21.2631578947,2,77.0,215.0,8.21052631579,0.868421052632,0.789473684211,1.34210526316,0.315789473684,1.55263157895,6.31578947368,3.10526315789,0.518260526316,4.10526315789,2.26315789474,0.557178947368,2.21052631579,0.842105263158,0.385960526316,1.42105263158,1.15789473684,0.439913157895,0.763157894737,3.47368421053
Thaddeus Young,32.1851851852,4,80.0,220.0,11.7901234568,1.87654320988,1.28395061728,1.64197530864,0.456790123457,2.16049382716,10.6790123457,5.1975308642,0.47190617284,8.43209876543,4.48148148148,0.510981481481,2.24691358025,0.716049382716,0.242797530864,1.13580246914,0.679012345679,0.24897037037,2.27160493827,4.07407407407
Thomas Bryant,4.73333333333,3,82.0,245.0,1.46666666667,0.4,0.133333333333,0.0666666666667,0.133333333333,0.4,1.4,0.533333333333,0.280553333333,0.733333333333,0.466666666667,0.3,0.666666666667,0.0666666666667,0.0666666666667,0.6,0.333333333333,0.2,0.2,0.933333333333
Thon Maker,16.7432432432,3,85.0,216.0,4.81081081081,0.621621621622,0.594594594595,0.527027027027,0.716216216216,2.18918918919,4.27027027027,1.75675675676,0.361574324324,2.86486486486,1.33783783784,0.403351351351,1.40540540541,0.418918918919,0.183331081081,1.25675675676,0.878378378378,0.367117567568,1.01351351351,2.02702702703
Tim Frazier,14.2372881356,1,73.0,170.0,2.98305084746,3.28813559322,0.983050847458,0.813559322034,0.135593220339,1.64406779661,2.91525423729,1.15254237288,0.356522033898,1.96610169492,0.864406779661,0.341806779661,0.949152542373,0.28813559322,0.225988135593,0.508474576271,0.389830508475,0.152542372881,0.305084745763,1.66101694915
Tim Hardaway Jr.,32.8596491228,2,78.0,205.0,17.4736842105,2.71929824561,1.61403508772,1.10526315789,0.175438596491,2.15789473684,15.0175438596,6.31578947368,0.405885964912,7.82456140351,4.0350877193,0.512647368421,7.19298245614,2.28070175439,0.298177192982,3.14035087719,2.56140350877,0.626066666667,0.561403508772,3.36842105263
Tim Quarterman,4.33333333333,5,78.0,187.0,1.33333333333,0.333333333333,0.666666666667,0.0,0.0,0.333333333333,1.0,0.333333333333,0.166666666667,0.333333333333,0.333333333333,0.333333333333,0.666666666667,0.0,0.0,0.666666666667,0.666666666667,0.333333333333,0.0,1.0
Timofey Mozgov,11.5483870968,3,85.0,270.0,4.22580645161,0.354838709677,1.06451612903,0.161290322581,0.41935483871,1.25806451613,3.0,1.67741935484,0.536558064516,2.41935483871,1.54838709677,0.584409677419,0.58064516129,0.129032258065,0.0860193548387,0.967741935484,0.741935483871,0.306451612903,1.03225806452,2.12903225806
Timothé Luwawu-Cabarrot,15.5576923077,5,79.0,200.0,5.75,1.03846153846,0.730769230769,0.230769230769,0.0961538461538,1.86538461538,5.13461538462,1.92307692308,0.327511538462,2.09615384615,0.903846153846,0.299448076923,3.03846153846,1.01923076923,0.261994230769,1.11538461538,0.884615384615,0.285713461538,0.269230769231,1.11538461538
Tobias Harris,33.3625,2,80.0,226.0,18.575,2.4,1.3,0.875,0.4375,2.05,15.2625,7.025,0.4572775,9.7,4.7375,0.48226125,5.5625,2.2875,0.4021025,2.7,2.2375,0.633,0.7125,4.7375
Tomáš Satoranský,22.5205479452,2,79.0,205.0,7.17808219178,3.91780821918,1.13698630137,0.698630136986,0.191780821918,1.79452054795,5.2602739726,2.75342465753,0.50884109589,3.87671232877,2.1095890411,0.518475342466,1.38356164384,0.643835616438,0.328764383562,1.31506849315,1.02739726027,0.353391780822,0.986301369863,2.19178082192
Tony Allen,12.3181818182,5,76.0,213.0,4.68181818182,0.409090909091,0.863636363636,0.5,0.136363636364,2.22727272727,4.13636363636,2.0,0.422095454545,3.59090909091,1.81818181818,0.449677272727,0.545454545455,0.181818181818,0.113636363636,0.954545454545,0.5,0.204545454545,0.909090909091,1.22727272727
Tony Bradley,3.22222222222,3,83.0,240.0,0.888888888889,0.111111111111,0.0,0.0,0.0,0.111111111111,1.22222222222,0.333333333333,0.222222222222,1.11111111111,0.333333333333,0.222222222222,0.111111111111,0.0,0.0,0.222222222222,0.222222222222,0.111111111111,0.444444444444,0.777777777778
Tony Parker,19.4,1,74.0,180.0,7.65454545455,3.54545454545,1.23636363636,0.509090909091,0.0181818181818,0.945454545455,7.05454545455,3.23636363636,0.417550909091,6.38181818182,3.05454545455,0.432569090909,0.672727272727,0.181818181818,0.130303636364,1.41818181818,1.0,0.406061818182,0.127272727273,1.6
