playDispNm,playMin,playPos,playHeight,playWeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB
Kris Dunn,29.3269230769,1,76.0,220.0,13.4423076923,5.96153846154,2.88461538462,2.0,0.538461538462,3.34615384615,12.8076923077,5.5,0.418015384615,10.2307692308,4.67307692308,0.450832692308,2.57692307692,0.826923076923,0.306405769231,2.19230769231,1.61538461538,0.450319230769,0.442307692308,3.78846153846
Kristaps Porziņģis,32.3333333333,4,85.0,231.0,22.6666666667,1.1875,1.9375,0.75,2.39583333333,2.9375,18.5208333333,8.125,0.44763125,13.75,6.25,0.467785416667,4.77083333333,1.875,0.379289583333,5.72916666667,4.54166666667,0.750579166667,1.29166666667,5.29166666667
Kyle Anderson,26.7567567568,2,81.0,230.0,7.90540540541,2.72972972973,1.27027027027,1.56756756757,0.810810810811,1.54054054054,5.91891891892,3.12162162162,0.525731081081,5.14864864865,2.86486486486,0.539422972973,0.77027027027,0.256756756757,0.193693243243,1.97297297297,1.40540540541,0.41032972973,1.13513513514,4.2027027027
Kyle Collinsworth,14.96875,1,78.0,210.0,3.15625,1.75,0.75,0.53125,0.28125,1.375,3.09375,1.1875,0.347153125,2.5625,1.0625,0.373334375,0.53125,0.125,0.1015625,1.25,0.65625,0.25,1.0,2.34375
Kyle Korver,21.5616438356,5,79.0,210.0,9.20547945205,1.20547945205,0.753424657534,0.424657534247,0.369863013699,1.78082191781,6.6301369863,3.04109589041,0.420916438356,1.47945205479,0.794520547945,0.434475342466,5.15068493151,2.24657534247,0.399150684932,0.986301369863,0.876712328767,0.399087671233,0.123287671233,2.12328767123
Kyle Kuzma,31.1948051948,4,81.0,221.0,16.1298701299,1.83116883117,1.81818181818,0.636363636364,0.441558441558,2.07792207792,13.4935064935,6.07792207792,0.449593506494,7.84415584416,4.01298701299,0.502751948052,5.64935064935,2.06493506494,0.340566233766,2.7012987013,1.90909090909,0.515925974026,1.15584415584,5.12987012987
Kyle Lowry,32.1794871795,1,72.0,175.0,16.2435897436,6.88461538462,2.34615384615,1.08974358974,0.230769230769,2.46153846154,12.0897435897,5.16666666667,0.423717948718,4.44871794872,2.11538461538,0.49443974359,7.64102564103,3.05128205128,0.383157692308,3.34615384615,2.85897435897,0.647253846154,0.858974358974,4.71794871795
Kyle O'Quinn,18.0649350649,3,82.0,224.0,7.14285714286,2.05194805195,1.2987012987,0.454545454545,1.27272727273,2.49350649351,4.98701298701,2.90909090909,0.569980519481,4.76623376623,2.85714285714,0.580401298701,0.220779220779,0.0519480519481,0.038961038961,1.64935064935,1.27272727273,0.443723376623,1.57142857143,4.53246753247
Kyle Singler,5.0,2,80.0,230.0,1.91666666667,0.166666666667,0.25,0.0833333333333,0.0,0.333333333333,1.75,0.583333333333,0.277775,1.33333333333,0.416666666667,0.308333333333,0.416666666667,0.166666666667,0.0416666666667,1.08333333333,0.583333333333,0.277775,0.0833333333333,0.75
Kyrie Irving,32.2,1,75.0,191.0,24.4333333333,5.1,2.31666666667,1.08333333333,0.283333333333,2.03333333333,18.1166666667,8.9,0.485183333333,11.3333333333,6.13333333333,0.54161,6.78333333333,2.76666666667,0.391091666667,4.35,3.86666666667,0.84521,0.55,3.23333333333
LaMarcus Aldridge,33.5066666667,4,83.0,240.0,23.1333333333,2.02666666667,1.49333333333,0.573333333333,1.18666666667,2.14666666667,17.96,9.16,0.507186666667,16.7333333333,8.8,0.522273333333,1.22666666667,0.36,0.190222666667,5.32,4.45333333333,0.783517333333,3.26666666667,5.18666666667
Lance Stephenson,22.5,5,77.0,210.0,9.23170731707,2.86585365854,1.59756097561,0.585365853659,0.19512195122,2.15853658537,8.64634146341,3.69512195122,0.414385365854,5.81707317073,2.87804878049,0.481432926829,2.82926829268,0.817073170732,0.260343902439,1.5487804878,1.0243902439,0.377034146341,0.756097560976,4.41463414634
Lance Thomas,18.5479452055,2,80.0,225.0,4.08219178082,0.602739726027,0.561643835616,0.41095890411,0.191780821918,1.83561643836,3.65753424658,1.39726027397,0.366553424658,1.95890410959,0.712328767123,0.301432876712,1.69863013699,0.684931506849,0.316436986301,0.72602739726,0.602739726027,0.215753424658,0.602739726027,1.79452054795
Langston Galloway,14.9137931034,5,74.0,202.0,6.20689655172,1.0,0.310344827586,0.620689655172,0.0862068965517,0.672413793103,5.84482758621,2.1724137931,0.336587931034,2.10344827586,0.879310344828,0.37344137931,3.74137931034,1.29310344828,0.288318965517,0.706896551724,0.568965517241,0.208332758621,0.224137931034,1.36206896552
Larry Drew,6.9,1,74.0,180.0,1.7,1.0,0.3,0.0,0.0,0.6,2.4,0.7,0.15714,1.5,0.4,0.11,0.9,0.3,0.15,0.0,0.0,0.0,0.3,0.0
Larry Nance Jr.,21.5454545455,4,80.0,235.0,8.68181818182,1.24242424242,0.772727272727,1.34848484848,0.590909090909,2.60606060606,6.27272727273,3.63636363636,0.569240909091,6.09090909091,3.60606060606,0.574384848485,0.181818181818,0.030303030303,0.030303030303,2.07575757576,1.37878787879,0.501515151515,2.43939393939,4.40909090909
Lauri Markkanen,29.7352941176,4,84.0,255.0,15.1911764706,1.16176470588,1.22058823529,0.588235294118,0.602941176471,1.51470588235,12.6617647059,5.5,0.432929411765,6.77941176471,3.36764705882,0.488389705882,5.88235294118,2.13235294118,0.351730882353,2.44117647059,2.05882352941,0.6743,1.16176470588,6.30882352941
LeBron James,36.8780487805,2,80.0,240.0,27.4512195122,9.08536585366,4.24390243902,1.42682926829,0.865853658537,1.64634146341,19.256097561,10.4512195122,0.54108902439,14.3048780488,8.63414634146,0.605474390244,4.9512195122,1.81707317073,0.328819512195,6.4756097561,4.73170731707,0.720556097561,1.18292682927,7.5
London Perrantes,4.71428571429,1,74.0,192.0,0.5,0.357142857143,0.0714285714286,0.142857142857,0.0714285714286,0.428571428571,0.928571428571,0.142857142857,0.0816357142857,0.714285714286,0.142857142857,0.0833357142857,0.214285714286,0.0,0.0,0.357142857143,0.214285714286,0.0952357142857,0.0714285714286,0.214285714286
Lonzo Ball,34.2692307692,1,78.0,190.0,10.1538461538,7.23076923077,2.61538461538,1.67307692308,0.807692307692,2.25,10.8461538462,3.90384615385,0.358426923077,5.17307692308,2.17307692308,0.393965384615,5.67307692308,1.73076923077,0.309565384615,1.36538461538,0.615384615385,0.214744230769,1.30769230769,5.59615384615
Lorenzo Brown,9.92857142857,1,77.0,185.0,2.28571428571,0.928571428571,0.214285714286,0.428571428571,0.0,0.5,2.42857142857,1.0,0.250992857143,1.57142857143,0.857142857143,0.319042857143,0.857142857143,0.142857142857,0.0892857142857,0.142857142857,0.142857142857,0.0714285714286,0.0714285714286,0.928571428571
Lou Williams,32.8101265823,5,74.0,175.0,22.5569620253,5.27848101266,2.9746835443,1.07594936709,0.253164556962,1.3417721519,16.9240506329,7.36708860759,0.433007594937,10.3670886076,5.01265822785,0.488139240506,6.55696202532,2.35443037975,0.335872151899,6.21518987342,5.46835443038,0.851018987342,0.506329113924,2.0
Luc Richard Mbah a Moute,25.6229508197,4,80.0,232.0,7.54098360656,0.901639344262,1.13114754098,1.18032786885,0.426229508197,1.6393442623,5.65573770492,2.72131147541,0.460583606557,2.81967213115,1.68852459016,0.546018032787,2.83606557377,1.03278688525,0.349452459016,1.55737704918,1.06557377049,0.381968852459,0.360655737705,2.68852459016
Lucas Nogueira,8.48979591837,3,84.0,220.0,2.48979591837,0.448979591837,0.326530612245,0.469387755102,0.877551020408,1.0,1.63265306122,1.0,0.360665306122,1.24489795918,0.897959183673,0.361028571429,0.387755102041,0.102040816327,0.0918367346939,0.571428571429,0.387755102041,0.207483673469,0.367346938776,1.40816326531
Luis Montero,3.5,5,79.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Luke Babbitt,14.34,2,81.0,225.0,5.18,0.62,0.38,0.18,0.14,1.08,4.3,1.82,0.357234,1.18,0.62,0.282166,3.12,1.2,0.327662,0.44,0.34,0.153334,0.14,1.78
Luke Kennard,20.1232876712,5,78.0,202.0,7.64383561644,1.69863013699,0.945205479452,0.602739726027,0.164383561644,1.17808219178,6.3698630137,2.82191780822,0.416309589041,3.69863013699,1.71232876712,0.4181,2.67123287671,1.1095890411,0.374884931507,1.04109589041,0.890410958904,0.390410958904,0.27397260274,2.12328767123
Luke Kornet,16.3,4,85.0,250.0,6.7,1.3,0.6,0.25,0.8,1.4,6.25,2.45,0.319375,2.3,1.05,0.28905,3.95,1.4,0.3006,0.55,0.4,0.241665,0.55,2.65
Luol Deng,13.0,2,80.0,220.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malachi Richardson,12.4230769231,5,78.0,200.0,3.42307692308,0.5,0.384615384615,0.384615384615,0.0384615384615,1.03846153846,3.46153846154,1.15384615385,0.274457692308,1.92307692308,0.692307692308,0.321792307692,1.53846153846,0.461538461538,0.212819230769,0.846153846154,0.653846153846,0.336538461538,0.192307692308,1.11538461538
Malcolm Brogdon,30.0,1,78.0,223.0,13.0208333333,3.16666666667,1.375,0.854166666667,0.270833333333,2.66666666667,10.4791666667,5.08333333333,0.4717,7.125,3.79166666667,0.543579166667,3.35416666667,1.29166666667,0.2992875,1.77083333333,1.5625,0.5296875,0.479166666667,2.77083333333
Malcolm Delaney,18.7962962963,1,75.0,190.0,6.25925925926,3.01851851852,1.22222222222,0.666666666667,0.111111111111,1.51851851852,5.27777777778,2.01851851852,0.359496296296,2.98148148148,1.16666666667,0.365937037037,2.2962962963,0.851851851852,0.329627777778,1.7037037037,1.37037037037,0.505866666667,0.166666666667,1.68518518519
Malcolm Miller,8.53333333333,2,78.0,210.0,2.53333333333,0.2,0.333333333333,0.0666666666667,0.133333333333,0.666666666667,1.86666666667,0.866666666667,0.338886666667,0.466666666667,0.333333333333,0.233333333333,1.4,0.533333333333,0.288886666667,0.266666666667,0.266666666667,0.133333333333,0.266666666667,0.8
Malik Beasley,9.46774193548,5,77.0,196.0,3.16129032258,0.5,0.387096774194,0.241935483871,0.112903225806,0.58064516129,2.87096774194,1.17741935484,0.352172580645,1.54838709677,0.725806451613,0.291575806452,1.32258064516,0.451612903226,0.237632258065,0.532258064516,0.354838709677,0.163979032258,0.225806451613,0.91935483871
Malik Monk,13.5396825397,5,75.0,200.0,6.68253968254,1.44444444444,0.777777777778,0.31746031746,0.142857142857,0.952380952381,6.74603174603,2.42857142857,0.309552380952,2.88888888889,1.11111111111,0.309253968254,3.85714285714,1.31746031746,0.274192063492,0.603174603175,0.507936507937,0.1918,0.126984126984,0.936507936508
Mangok Mathiang,4.75,4,82.0,230.0,2.0,0.0,0.0,0.25,0.0,1.25,1.75,1.0,0.2,1.75,1.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.75,1.75
Manu Ginóbili,19.9538461538,5,78.0,210.0,8.86153846154,2.50769230769,1.61538461538,0.661538461538,0.246153846154,1.93846153846,7.12307692308,3.09230769231,0.414361538462,4.16923076923,2.10769230769,0.462287692308,2.95384615385,0.984615384615,0.291664615385,2.01538461538,1.69230769231,0.552052307692,0.292307692308,1.89230769231
MarShon Brooks,27.5714285714,5,77.0,200.0,20.1428571429,3.57142857143,2.28571428571,1.57142857143,0.428571428571,0.857142857143,14.5714285714,7.28571428571,0.495857142857,10.0,4.57142857143,0.4462,4.57142857143,2.71428571429,0.571428571429,3.28571428571,2.85714285714,0.7381,1.28571428571,1.85714285714
Marc Gasol,33.0,3,84.0,280.0,17.2328767123,4.17808219178,2.67123287671,0.739726027397,1.39726027397,2.53424657534,14.1506849315,5.94520547945,0.4154,9.76712328767,4.45205479452,0.454595890411,4.38356164384,1.49315068493,0.314847945205,4.61643835616,3.84931506849,0.729656164384,1.06849315068,7.04109589041
Marcin Gortat,25.3658536585,3,84.0,240.0,8.41463414634,1.84146341463,1.20731707317,0.487804878049,0.743902439024,2.13414634146,6.82926829268,3.53658536585,0.520556097561,6.82926829268,3.53658536585,0.520556097561,0.0,0.0,0.0,1.98780487805,1.34146341463,0.436325609756,2.20731707317,5.37804878049
Marco Belinelli,24.3125,5,77.0,192.0,12.1375,1.85,1.175,0.8,0.1375,1.1375,9.5375,4.2125,0.43316625,4.6,2.35,0.49075625,4.9375,1.8625,0.363605,2.0375,1.85,0.60041875,0.2375,1.65
Marcus Georges-Hunt,5.38095238095,5,77.0,215.0,1.40476190476,0.166666666667,0.0714285714286,0.142857142857,0.0,0.761904761905,1.16666666667,0.5,0.205557142857,0.809523809524,0.404761904762,0.215533333333,0.357142857143,0.0952380952381,0.0674595238095,0.5,0.309523809524,0.0744047619048,0.166666666667,0.214285714286
Marcus Morris,26.7777777778,4,81.0,235.0,13.5925925926,1.33333333333,1.2037037037,0.648148148148,0.222222222222,1.85185185185,11.3148148148,4.85185185185,0.423296296296,6.98148148148,3.25925925926,0.456753703704,4.33333333333,1.59259259259,0.346937037037,2.85185185185,2.2962962963,0.604688888889,0.796296296296,4.55555555556
Marcus Paige,5.4,1,74.0,164.0,2.4,0.6,0.0,0.0,0.0,0.0,2.8,0.8,0.2,1.2,0.4,0.13334,1.6,0.4,0.16666,0.4,0.4,0.2,0.0,0.8
Marcus Smart,29.9074074074,1,76.0,220.0,10.1851851852,4.7962962963,2.38888888889,1.31481481481,0.425925925926,2.46296296296,9.53703703704,3.5,0.367312962963,4.92592592593,2.11111111111,0.414277777778,4.61111111111,1.38888888889,0.263764814815,2.46296296296,1.7962962963,0.545785185185,0.796296296296,2.7037037037
Mario Chalmers,21.6060606061,1,73.0,190.0,7.68181818182,2.98484848485,1.77272727273,1.19696969697,0.212121212121,2.71212121212,6.71212121212,2.54545454545,0.366413636364,3.81818181818,1.74242424242,0.438039393939,2.89393939394,0.80303030303,0.279289393939,2.09090909091,1.78787878788,0.523195454545,0.19696969697,2.18181818182
Mario Hezonja,22.0533333333,4,79.0,218.0,9.62666666667,1.42666666667,1.17333333333,1.09333333333,0.4,1.78666666667,8.21333333333,3.64,0.411278666667,4.65333333333,2.44,0.51276,3.56,1.2,0.28002,1.4,1.14666666667,0.347412,0.546666666667,3.2
Markel Brown,7.75,5,75.0,190.0,1.25,0.5,0.5,0.0,0.0,1.5,1.75,0.5,0.145825,0.5,0.25,0.25,1.25,0.25,0.125,0.0,0.0,0.0,0.25,1.0
Markelle Fultz,18.0,1,76.0,195.0,7.14285714286,3.78571428571,1.07142857143,0.785714285714,0.285714285714,1.57142857143,7.92857142857,3.21428571429,0.386178571429,7.85714285714,3.21428571429,0.389578571429,0.0714285714286,0.0,0.0,1.5,0.714285714286,0.25,0.857142857143,2.28571428571
Markieff Morris,26.9452054795,4,82.0,245.0,11.5205479452,1.94520547945,1.72602739726,0.780821917808,0.493150684932,2.95890410959,9.41095890411,4.52054794521,0.476861643836,6.57534246575,3.47945205479,0.533821917808,2.83561643836,1.04109589041,0.352742465753,1.75342465753,1.43835616438,0.489956164384,1.04109589041,4.58904109589
Marquese Chriss,21.1666666667,3,82.0,235.0,7.72222222222,1.15277777778,1.48611111111,0.722222222222,0.972222222222,2.84722222222,6.625,2.80555555556,0.4029125,3.98611111111,2.02777777778,0.463240277778,2.63888888889,0.777777777778,0.254329166667,2.19444444444,1.33333333333,0.372188888889,1.05555555556,4.44444444444
Marquis Teague,24.3333333333,2,74.0,190.0,3.66666666667,4.33333333333,1.0,1.33333333333,0.0,1.66666666667,5.33333333333,1.33333333333,0.198433333333,4.0,1.0,0.142866666667,1.33333333333,0.333333333333,0.1111,1.66666666667,0.666666666667,0.416666666667,0.333333333333,1.66666666667
Marreese Speights,12.9807692308,4,82.0,255.0,7.73076923077,0.769230769231,0.769230769231,0.153846153846,0.423076923077,2.03846153846,6.71153846154,2.65384615385,0.353657692308,2.23076923077,1.0,0.345836538462,4.48076923077,1.65384615385,0.337190384615,1.05769230769,0.769230769231,0.317765384615,0.403846153846,2.15384615385
Marshall Plumlee,6.5,3,84.0,250.0,1.75,0.25,0.375,0.0,0.125,1.25,0.375,0.125,0.125,0.375,0.125,0.125,0.0,0.0,0.0,2.0,1.5,0.3958375,0.5,1.625
Marvin Williams,25.7435897436,4,81.0,230.0,9.53846153846,1.23076923077,0.846153846154,0.717948717949,0.5,1.48717948718,7.21794871795,3.30769230769,0.437466666667,3.29487179487,1.69230769231,0.494729487179,3.92307692308,1.61538461538,0.372476923077,1.57692307692,1.30769230769,0.507051282051,0.948717948718,3.79487179487
Mason Plumlee,19.472972973,3,82.0,235.0,7.08108108108,1.90540540541,1.43243243243,0.662162162162,1.08108108108,2.47297297297,4.97297297297,2.98648648649,0.604074324324,4.95945945946,2.98648648649,0.604825675676,0.0135135135135,0.0,0.0,2.41891891892,1.10810810811,0.378827027027,1.78378378378,3.62162162162
Matt Costello,8.25,2,81.0,245.0,1.0,0.5,0.25,0.5,0.5,1.75,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0
Matt Williams,3.66666666667,5,77.0,210.0,1.66666666667,0.0,0.333333333333,0.0,0.0,0.333333333333,2.0,0.666666666667,0.416666666667,0.333333333333,0.333333333333,0.333333333333,1.66666666667,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333
Matthew Dellavedova,18.6578947368,1,76.0,190.0,4.31578947368,3.81578947368,1.28947368421,0.342105263158,0.0263157894737,1.76315789474,4.0,1.44736842105,0.333457894737,1.94736842105,0.684210526316,0.247805263158,2.05263157895,0.763157894737,0.320173684211,0.710526315789,0.657894736842,0.315789473684,0.394736842105,1.31578947368
Maxi Kleber,16.7916666667,3,81.0,216.0,5.36111111111,0.708333333333,0.416666666667,0.361111111111,0.652777777778,1.58333333333,4.29166666667,2.09722222222,0.420347222222,2.51388888889,1.54166666667,0.509919444444,1.77777777778,0.555555555556,0.203934722222,0.819444444444,0.611111111111,0.304398611111,0.986111111111,2.26388888889
Meyers Leonard,7.66666666667,3,85.0,245.0,3.39393939394,0.515151515152,0.30303030303,0.212121212121,0.0,1.09090909091,2.36363636364,1.39393939394,0.359427272727,1.57575757576,1.06060606061,0.363563636364,0.787878787879,0.333333333333,0.2,0.333333333333,0.272727272727,0.166666666667,0.363636363636,1.75757575758
Michael Beasley,22.4054054054,2,82.0,235.0,13.1891891892,1.66216216216,1.93243243243,0.486486486486,0.581081081081,1.95945945946,10.8783783784,5.52702702703,0.484972972973,9.71621621622,5.06756756757,0.506068918919,1.16216216216,0.459459459459,0.269144594595,2.14864864865,1.67567567568,0.487,1.2972972973,4.28378378378
Michael Carter-Williams,16.0576923077,1,78.0,185.0,4.59615384615,2.23076923077,1.03846153846,0.865384615385,0.442307692308,1.90384615385,4.40384615385,1.46153846154,0.346771153846,3.26923076923,1.19230769231,0.412980769231,1.13461538462,0.269230769231,0.161859615385,1.71153846154,1.40384615385,0.476921153846,0.711538461538,1.94230769231
Michael Kidd-Gilchrist,25.027027027,2,79.0,232.0,9.2027027027,0.959459459459,0.716216216216,0.689189189189,0.418918918919,1.93243243243,7.56756756757,3.81081081081,0.507747297297,7.54054054054,3.81081081081,0.508566216216,0.027027027027,0.0,0.0,2.31081081081,1.58108108108,0.49157027027,1.13513513514,2.93243243243
Mike Conley,31.1666666667,1,73.0,180.0,17.0833333333,4.08333333333,1.5,1.0,0.25,2.0,14.0,5.33333333333,0.374325,7.58333333333,3.33333333333,0.436616666667,6.41666666667,2.0,0.297875,5.5,4.41666666667,0.695641666667,0.0,2.25
Mike James,19.1111111111,1,73.0,190.0,9.33333333333,3.5,1.38888888889,0.777777777778,0.194444444444,1.33333333333,8.88888888889,3.41666666667,0.346833333333,6.16666666667,2.69444444444,0.388952777778,2.72222222222,0.722222222222,0.205091666667,2.33333333333,1.77777777778,0.467438888889,0.361111111111,2.13888888889
Mike Muscala,20.0377358491,4,83.0,239.0,7.64150943396,0.962264150943,0.792452830189,0.584905660377,0.509433962264,1.50943396226,5.90566037736,2.69811320755,0.46071509434,2.75471698113,1.52830188679,0.504105660377,3.15094339623,1.16981132075,0.357075471698,1.16981132075,1.07547169811,0.477358490566,1.05660377358,3.28301886792
Mike Scott,18.4736842105,4,80.0,237.0,8.78947368421,1.05263157895,1.03947368421,0.302631578947,0.131578947368,1.94736842105,6.89473684211,3.63157894737,0.506010526316,4.75,2.76315789474,0.564221052632,2.14473684211,0.868421052632,0.340506578947,1.0,0.657894736842,0.265351315789,0.644736842105,2.59210526316
Miles Plumlee,16.6909090909,3,82.0,245.0,4.30909090909,0.818181818182,1.14545454545,0.309090909091,0.545454545455,1.43636363636,3.27272727273,1.90909090909,0.549681818182,3.27272727273,1.90909090909,0.549681818182,0.0,0.0,0.0,1.09090909091,0.490909090909,0.184849090909,1.4,2.74545454545
Milos Teodosic,25.2222222222,1,77.0,192.0,9.53333333333,4.64444444444,2.15555555556,0.511111111111,0.111111111111,2.28888888889,8.0,3.35555555556,0.433462222222,2.84444444444,1.4,0.446028888889,5.15555555556,1.95555555556,0.407264444444,1.02222222222,0.866666666667,0.35926,0.355555555556,2.44444444444
Milton Doyle,12.4,5,76.0,185.0,3.4,1.0,0.2,0.6,0.2,1.3,4.7,1.3,0.27865,2.4,0.9,0.47499,2.3,0.4,0.125,0.8,0.4,0.16667,0.3,1.5
Mindaugas Kuzminskas,2.0,0,81.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirza Teletović,16.0,4,81.0,255.0,7.1,1.0,0.7,0.4,0.1,1.4,5.7,2.5,0.40788,1.2,0.4,0.2,4.5,2.1,0.42556,0.0,0.0,0.0,0.3,2.0
Moe Harkless,21.4915254237,2,81.0,220.0,6.52542372881,0.898305084746,0.677966101695,0.813559322034,0.728813559322,1.74576271186,5.03389830508,2.49152542373,0.434783050847,3.03389830508,1.66101694915,0.463223728814,2.0,0.830508474576,0.281922033898,1.0,0.71186440678,0.275142372881,0.779661016949,1.96610169492
Monte Morris,8.66666666667,1,75.0,175.0,3.33333333333,2.33333333333,0.333333333333,1.0,0.0,0.333333333333,2.0,1.33333333333,0.266666666667,1.66666666667,1.33333333333,0.266666666667,0.333333333333,0.0,0.0,0.666666666667,0.666666666667,0.333333333333,0.0,0.666666666667
Montrezl Harrell,17.0657894737,4,79.0,253.0,11.0,0.973684210526,0.881578947368,0.486842105263,0.684210526316,1.88157894737,7.19736842105,4.57894736842,0.620086842105,7.10526315789,4.56578947368,0.624152631579,0.0921052631579,0.0131578947368,0.0131578947368,2.92105263158,1.82894736842,0.462896052632,1.35526315789,2.67105263158
Myke Henry,19.0,0,78.0,238.0,5.35,1.1,0.95,1.55,0.3,1.4,5.45,2.05,0.393535,2.55,1.1,0.422615,2.9,0.95,0.295835,0.5,0.3,0.175,0.5,1.4
Myles Turner,28.2307692308,3,84.0,239.0,12.7384615385,1.33846153846,1.47692307692,0.569230769231,1.83076923077,2.86153846154,9.83076923077,4.70769230769,0.448293846154,7.41538461538,3.84615384615,0.487101538462,2.41538461538,0.861538461538,0.309998461538,3.16923076923,2.46153846154,0.630267692308,1.43076923077,4.96923076923
Nate Wolters,3.8,1,76.0,190.0,0.4,0.2,0.0,0.0,0.0,0.2,1.2,0.2,0.06666,1.2,0.2,0.06666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Nazareth Mitrou-Long,1.0,6,76.0,210.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nemanja Bjelica,20.4776119403,4,82.0,234.0,6.77611940299,1.28358208955,0.776119402985,0.761194029851,0.238805970149,2.10447761194,5.5223880597,2.55223880597,0.47917761194,2.79104477612,1.41791044776,0.449489552239,2.73134328358,1.13432835821,0.405150746269,0.671641791045,0.537313432836,0.231343283582,0.776119402985,3.28358208955
Nenê,14.5961538462,3,83.0,250.0,6.53846153846,0.865384615385,0.75,0.557692307692,0.269230769231,2.36538461538,4.59615384615,2.61538461538,0.543275,4.55769230769,2.61538461538,0.554263461538,0.0384615384615,0.0,0.0,2.05769230769,1.30769230769,0.424698076923,1.05769230769,2.34615384615
Nerlens Noel,15.7666666667,3,83.0,206.0,4.36666666667,0.666666666667,0.866666666667,1.03333333333,0.733333333333,1.96666666667,3.5,1.83333333333,0.48524,3.46666666667,1.83333333333,0.488216666667,0.0333333333333,0.0,0.0,0.933333333333,0.7,0.296666666667,1.6,4.0
Nick Collison,5.0,4,81.0,255.0,2.06666666667,0.266666666667,0.466666666667,0.0,0.0,0.466666666667,1.26666666667,0.866666666667,0.428886666667,1.26666666667,0.866666666667,0.428886666667,0.0,0.0,0.0,0.866666666667,0.333333333333,0.146666666667,0.466666666667,0.866666666667
Nick Young,17.375,5,79.0,210.0,7.2625,0.45,0.5125,0.475,0.0875,1.25,6.1,2.5125,0.37213125,2.025,0.975,0.36794875,4.075,1.5375,0.34881125,0.8125,0.7,0.29375125,0.2625,1.3125
Nicolas Batum,31.0,5,80.0,190.0,11.5625,5.453125,2.046875,1.015625,0.359375,1.125,10.15625,4.21875,0.402884375,5.875,2.78125,0.4778359375,4.28125,1.4375,0.305140625,2.03125,1.6875,0.556753125,0.890625,3.890625
Nicolas Brussino,2.5,2,79.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75
Nigel Hayes,13.6666666667,1,80.0,254.0,3.0,0.666666666667,0.222222222222,0.222222222222,0.333333333333,0.888888888889,3.66666666667,1.22222222222,0.310322222222,1.88888888889,0.777777777778,0.322222222222,1.77777777778,0.444444444444,0.25,0.333333333333,0.111111111111,0.111111111111,0.444444444444,2.0
Nik Stauskas,12.7073170732,5,78.0,205.0,4.41463414634,0.951219512195,0.634146341463,0.219512195122,0.0975609756098,0.585365853659,3.75609756098,1.46341463415,0.30087804878,1.31707317073,0.487804878049,0.214226829268,2.43902439024,0.975609756098,0.268756097561,0.707317073171,0.512195121951,0.184668292683,0.0975609756098,1.46341463415
Nikola Jokić,32.5466666667,3,82.0,254.0,18.4666666667,6.12,2.78666666667,1.18666666667,0.813333333333,2.82666666667,13.44,6.72,0.49142,9.70666666667,5.24,0.536310666667,3.73333333333,1.48,0.407813333333,4.17333333333,3.54666666667,0.715116,2.57333333333,8.10666666667
Nikola Mirotić,27.2,4,82.0,236.0,15.6181818182,1.45454545455,1.16363636364,0.8,0.709090909091,1.96363636364,12.4,5.56363636364,0.435658181818,5.89090909091,3.10909090909,0.532141818182,6.50909090909,2.45454545455,0.343838181818,2.49090909091,2.03636363636,0.632843636364,1.07272727273,6.29090909091
Nikola Vučević,29.6140350877,3,82.0,260.0,16.4736842105,3.35087719298,1.9298245614,0.982456140351,1.10526315789,2.52631578947,14.7368421053,7.0,0.46368245614,11.1578947368,5.87719298246,0.514589473684,3.57894736842,1.12280701754,0.269633333333,1.64912280702,1.35087719298,0.406140350877,1.77192982456,7.43859649123
Noah Vonleh,16.2222222222,4,82.0,240.0,4.88888888889,0.62962962963,0.574074074074,0.351851851852,0.314814814815,1.25925925926,4.33333333333,1.92592592593,0.442303703704,3.11111111111,1.55555555556,0.45947962963,1.22222222222,0.37037037037,0.121298148148,1.07407407407,0.666666666667,0.279012962963,1.2962962963,4.46296296296
