gmDate,T1name,T1score,T2name,T2score,outcome
2018-03-17,Sacramento Kings,97,Utah Jazz,103,1
2018-03-17,Indiana Pacers,102,Washington Wizards,109,1
2018-03-18,Portland Trail Blazers,122,Los Angeles Clippers,109,0
2018-03-18,Houston Rockets,129,Minnesota Timberwolves,120,0
2018-03-18,Boston Celtics,89,New Orleans Pelicans,108,1
2018-03-18,Oklahoma City Thunder,132,Toronto Raptors,125,0
2018-03-19,Memphis Grizzlies,115,Brooklyn Nets,118,1
2018-03-19,Milwaukee Bucks,117,Cleveland Cavaliers,124,1
2018-03-19,Los Angeles Lakers,100,Indiana Pacers,110,1
2018-03-19,Denver Nuggets,141,Miami Heat,149,1
2018-03-19,Chicago Bulls,92,New York Knicks,110,1
2018-03-19,Charlotte Hornets,94,Philadelphia 76ers,108,1
2018-03-19,Detroit Pistons,106,Sacramento Kings,90,0
2018-03-19,Golden State Warriors,75,San Antonio Spurs,89,1
2018-03-20,Oklahoma City Thunder,99,Boston Celtics,100,1
2018-03-20,Los Angeles Clippers,109,Minnesota Timberwolves,123,1
2018-03-20,Dallas Mavericks,105,New Orleans Pelicans,115,1
2018-03-20,Toronto Raptors,93,Orlando Magic,86,0
2018-03-20,Detroit Pistons,115,Phoenix Suns,88,0
2018-03-20,Houston Rockets,115,Portland Trail Blazers,111,0
2018-03-20,Atlanta Hawks,99,Utah Jazz,94,0
2018-03-21,Charlotte Hornets,111,Brooklyn Nets,105,0
2018-03-21,Denver Nuggets,135,Chicago Bulls,102,0
2018-03-21,Toronto Raptors,129,Cleveland Cavaliers,132,1
2018-03-21,New York Knicks,98,Miami Heat,119,1
2018-03-21,Los Angeles Clippers,127,Milwaukee Bucks,120,0
2018-03-21,Indiana Pacers,92,New Orleans Pelicans,96,1
2018-03-21,Memphis Grizzlies,105,Philadelphia 76ers,119,1
2018-03-21,Washington Wizards,90,San Antonio Spurs,98,1
2018-03-22,Memphis Grizzlies,79,Charlotte Hornets,140,1
2018-03-22,Utah Jazz,119,Dallas Mavericks,112,0
2018-03-22,Detroit Pistons,96,Houston Rockets,100,1
2018-03-22,Los Angeles Lakers,125,New Orleans Pelicans,128,1
2018-03-22,Philadelphia 76ers,118,Orlando Magic,98,0
2018-03-22,Atlanta Hawks,90,Sacramento Kings,105,1
2018-03-23,Milwaukee Bucks,118,Chicago Bulls,105,0
2018-03-23,Phoenix Suns,95,Cleveland Cavaliers,120,1
2018-03-23,Atlanta Hawks,94,Golden State Warriors,106,1
2018-03-23,Los Angeles Clippers,104,Indiana Pacers,109,1
2018-03-23,Minnesota Timberwolves,108,New York Knicks,104,0
2018-03-23,Miami Heat,99,Oklahoma City Thunder,105,1
2018-03-23,Boston Celtics,105,Portland Trail Blazers,100,0
2018-03-23,Utah Jazz,120,San Antonio Spurs,124,1
2018-03-23,Brooklyn Nets,112,Toronto Raptors,116,1
2018-03-23,Denver Nuggets,108,Washington Wizards,100,0
2018-03-24,Charlotte Hornets,102,Dallas Mavericks,98,0
2018-03-24,Chicago Bulls,95,Detroit Pistons,117,1
2018-03-24,New Orleans Pelicans,91,Houston Rockets,114,1
2018-03-24,Los Angeles Lakers,100,Memphis Grizzlies,93,0
2018-03-24,Phoenix Suns,99,Orlando Magic,105,1
2018-03-24,Minnesota Timberwolves,108,Philadelphia 76ers,120,1
2018-03-25,Cleveland Cavaliers,121,Brooklyn Nets,114,0
2018-03-25,Utah Jazz,110,Golden State Warriors,91,0
2018-03-25,Atlanta Hawks,99,Houston Rockets,118,1
2018-03-25,Miami Heat,107,Indiana Pacers,113,1
2018-03-25,San Antonio Spurs,103,Milwaukee Bucks,106,1
2018-03-25,Portland Trail Blazers,108,Oklahoma City Thunder,105,0
2018-03-25,Boston Celtics,104,Sacramento Kings,93,0
2018-03-25,Los Angeles Clippers,117,Toronto Raptors,106,0
2018-03-25,New York Knicks,101,Washington Wizards,97,0
2018-03-26,New York Knicks,128,Charlotte Hornets,137,1
2018-03-26,Los Angeles Lakers,106,Detroit Pistons,112,1
2018-03-26,Memphis Grizzlies,101,Minnesota Timberwolves,93,0
2018-03-26,Denver Nuggets,104,Philadelphia 76ers,123,1
2018-03-26,Boston Celtics,102,Phoenix Suns,94,0
2018-03-27,Indiana Pacers,92,Golden State Warriors,81,0
2018-03-27,Chicago Bulls,86,Houston Rockets,118,1
2018-03-27,Milwaukee Bucks,98,Los Angeles Clippers,105,1
2018-03-27,Cleveland Cavaliers,79,Miami Heat,98,1
2018-03-27,Portland Trail Blazers,107,New Orleans Pelicans,103,0
2018-03-27,Dallas Mavericks,103,Sacramento Kings,97,0
2018-03-27,Denver Nuggets,110,Toronto Raptors,114,1
2018-03-27,San Antonio Spurs,106,Washington Wizards,116,1
2018-03-28,Cleveland Cavaliers,118,Charlotte Hornets,105,0
2018-03-28,Dallas Mavericks,93,Los Angeles Lakers,103,1
2018-03-28,Portland Trail Blazers,103,Memphis Grizzlies,108,1
2018-03-28,Atlanta Hawks,114,Minnesota Timberwolves,126,1
2018-03-28,Brooklyn Nets,111,Orlando Magic,104,0
2018-03-28,New York Knicks,101,Philadelphia 76ers,118,1
2018-03-28,Los Angeles Clippers,111,Phoenix Suns,99,0
2018-03-28,Boston Celtics,97,Utah Jazz,94,0
2018-03-29,Washington Wizards,92,Detroit Pistons,103,1
2018-03-29,Milwaukee Bucks,116,Golden State Warriors,107,0
2018-03-29,Chicago Bulls,92,Miami Heat,103,1
2018-03-29,Indiana Pacers,106,Sacramento Kings,103,0
2018-03-29,Oklahoma City Thunder,99,San Antonio Spurs,103,1
2018-03-30,Philadelphia 76ers,101,Atlanta Hawks,91,0
2018-03-30,New Orleans Pelicans,102,Cleveland Cavaliers,107,1
2018-03-30,Minnesota Timberwolves,93,Dallas Mavericks,92,0
2018-03-30,Phoenix Suns,103,Houston Rockets,104,1
2018-03-30,Milwaukee Bucks,124,Los Angeles Lakers,122,0
2018-03-30,Denver Nuggets,126,Oklahoma City Thunder,125,0
2018-03-30,Chicago Bulls,90,Orlando Magic,82,0
2018-03-30,Los Angeles Clippers,96,Portland Trail Blazers,105,1
2018-03-30,Memphis Grizzlies,97,Utah Jazz,107,1
2018-03-31,Toronto Raptors,99,Boston Celtics,110,1
2018-03-31,Brooklyn Nets,110,Miami Heat,109,0
2018-03-31,Detroit Pistons,115,New York Knicks,109,0
2018-03-31,Golden State Warriors,112,Sacramento Kings,96,0
2018-03-31,Charlotte Hornets,93,Washington Wizards,107,1
2018-04-01,Orlando Magic,88,Atlanta Hawks,94,1
2018-04-01,Detroit Pistons,108,Brooklyn Nets,96,0
2018-04-01,Washington Wizards,94,Chicago Bulls,113,1
2018-04-01,Philadelphia 76ers,119,Charlotte Hornets,102,0
2018-04-01,Dallas Mavericks,87,Cleveland Cavaliers,98,1
2018-04-01,Milwaukee Bucks,125,Denver Nuggets,128,1
2018-04-01,Phoenix Suns,107,Golden State Warriors,117,1
2018-04-01,Indiana Pacers,111,Los Angeles Clippers,104,0
2018-04-01,Sacramento Kings,84,Los Angeles Lakers,83,0
2018-04-01,Utah Jazz,121,Minnesota Timberwolves,97,0
2018-04-01,Oklahoma City Thunder,109,New Orleans Pelicans,104,0
2018-04-01,Memphis Grizzlies,98,Portland Trail Blazers,113,1
2018-04-01,Houston Rockets,83,San Antonio Spurs,100,1
2018-04-03,Charlotte Hornets,114,Chicago Bulls,120,1
2018-04-03,Toronto Raptors,106,Cleveland Cavaliers,112,1
2018-04-03,Portland Trail Blazers,109,Dallas Mavericks,115,1
2018-04-03,Indiana Pacers,104,Denver Nuggets,107,1
2018-04-03,Washington Wizards,104,Houston Rockets,120,1
2018-04-03,San Antonio Spurs,110,Los Angeles Clippers,113,1
2018-04-03,Atlanta Hawks,98,Miami Heat,101,1
2018-04-03,Boston Celtics,102,Milwaukee Bucks,106,1
2018-04-03,Orlando Magic,97,New York Knicks,73,0
2018-04-03,Golden State Warriors,111,Oklahoma City Thunder,107,0
2018-04-03,Brooklyn Nets,95,Philadelphia 76ers,121,1
2018-04-03,Sacramento Kings,94,Phoenix Suns,97,1
2018-04-03,Los Angeles Lakers,110,Utah Jazz,117,1
2018-04-04,Miami Heat,115,Atlanta Hawks,86,0
2018-04-04,Philadelphia 76ers,115,Detroit Pistons,108,0
2018-04-04,San Antonio Spurs,112,Los Angeles Lakers,122,1
2018-04-04,Memphis Grizzlies,95,New Orleans Pelicans,123,1
2018-04-04,Dallas Mavericks,100,Orlando Magic,105,1
2018-04-04,Boston Celtics,78,Toronto Raptors,96,1
2018-04-05,Washington Wizards,115,Cleveland Cavaliers,119,1
2018-04-05,Minnesota Timberwolves,96,Denver Nuggets,100,1
2018-04-05,Portland Trail Blazers,94,Houston Rockets,96,1
2018-04-05,Golden State Warriors,106,Indiana Pacers,126,1
2018-04-05,Brooklyn Nets,119,Milwaukee Bucks,111,0
2018-04-05,Los Angeles Clippers,95,Utah Jazz,117,1
2018-04-06,Chicago Bulls,104,Boston Celtics,111,1
2018-04-06,Dallas Mavericks,106,Detroit Pistons,113,1
2018-04-06,Minnesota Timberwolves,113,Los Angeles Lakers,96,0
2018-04-06,Sacramento Kings,94,Memphis Grizzlies,93,0
2018-04-06,Miami Heat,98,New York Knicks,122,1
2018-04-06,Charlotte Hornets,137,Orlando Magic,100,0
2018-04-06,Cleveland Cavaliers,130,Philadelphia 76ers,132,1
2018-04-06,New Orleans Pelicans,122,Phoenix Suns,103,0
2018-04-06,Indiana Pacers,73,Toronto Raptors,92,1
2018-04-06,Atlanta Hawks,103,Washington Wizards,97,0
2018-04-07,Brooklyn Nets,124,Chicago Bulls,96,0
2018-04-07,New Orleans Pelicans,126,Golden State Warriors,120,0
2018-04-07,Oklahoma City Thunder,108,Houston Rockets,102,0
2018-04-07,Denver Nuggets,134,Los Angeles Clippers,115,0
2018-04-07,Milwaukee Bucks,115,New York Knicks,102,0
2018-04-07,Portland Trail Blazers,105,San Antonio Spurs,116,1
2018-04-08,Atlanta Hawks,112,Boston Celtics,106,0
2018-04-08,Indiana Pacers,123,Charlotte Hornets,117,0
2018-04-08,Utah Jazz,112,Los Angeles Lakers,97,0
2018-04-08,Detroit Pistons,117,Memphis Grizzlies,130,1
2018-04-08,Dallas Mavericks,97,Philadelphia 76ers,109,1
2018-04-08,Golden State Warriors,117,Phoenix Suns,100,0
2018-04-08,Orlando Magic,101,Toronto Raptors,112,1
2018-04-09,Chicago Bulls,105,Brooklyn Nets,114,1
2018-04-09,Portland Trail Blazers,82,Denver Nuggets,88,1
2018-04-09,Toronto Raptors,108,Detroit Pistons,98,0
2018-04-09,New Orleans Pelicans,113,Los Angeles Clippers,100,0
2018-04-09,Oklahoma City Thunder,115,Miami Heat,93,0
2018-04-09,Orlando Magic,86,Milwaukee Bucks,102,1
2018-04-09,Memphis Grizzlies,94,Minnesota Timberwolves,113,1
2018-04-09,Cleveland Cavaliers,123,New York Knicks,109,0
2018-04-09,Sacramento Kings,85,San Antonio Spurs,98,1
2018-04-10,Philadelphia 76ers,121,Atlanta Hawks,113,0
2018-04-10,Phoenix Suns,124,Dallas Mavericks,97,0
2018-04-10,Charlotte Hornets,119,Indiana Pacers,93,0
2018-04-10,Houston Rockets,105,Los Angeles Lakers,99,0
2018-04-10,Golden State Warriors,79,Utah Jazz,119,1
2018-04-10,Boston Celtics,101,Washington Wizards,113,1
2018-04-11,Brooklyn Nets,97,Boston Celtics,110,1
2018-04-11,Detroit Pistons,119,Chicago Bulls,87,0
2018-04-11,New York Knicks,110,Cleveland Cavaliers,98,0
2018-04-11,Los Angeles Lakers,115,Los Angeles Clippers,100,0
2018-04-11,Toronto Raptors,109,Miami Heat,116,1
2018-04-11,Denver Nuggets,106,Minnesota Timberwolves,112,1
2018-04-11,San Antonio Spurs,98,New Orleans Pelicans,122,1
2018-04-11,Memphis Grizzlies,123,Oklahoma City Thunder,137,1
2018-04-11,Washington Wizards,92,Orlando Magic,101,1
2018-04-11,Milwaukee Bucks,95,Philadelphia 76ers,130,1
2018-04-11,Utah Jazz,93,Portland Trail Blazers,102,1
2018-04-11,Houston Rockets,83,Sacramento Kings,96,1
